-0.3607617  0.4527076 -0.4641900  0.4490693  0.2980903 -0.1579378 -0.4631403 -0.1088863 -0.1634456 -0.1118963 
-0.3608222  0.4528129 -0.4640822  0.4490040  0.2980009 -0.1579733 -0.4631041 -0.1088798 -0.1633410 -0.1118744 
-0.3587523  0.4538549 -0.4668280  0.4508019  0.2992608 -0.1556770 -0.4620516 -0.1067695 -0.1618285 -0.1099212 
-0.3584113  0.4540264 -0.4663756  0.4507999  0.2987782 -0.1559989 -0.4619958 -0.1071994 -0.1614946 -0.1099024 
-0.3584940  0.4546161 -0.4671197  0.4520925  0.2981195 -0.1565922 -0.4610415 -0.1062534 -0.1611101 -0.1090291 
-0.3544234  0.4565906 -0.4653812  0.4483509  0.2951503 -0.1567363 -0.4627556 -0.1042393 -0.1645881 -0.1089569 
-0.3530204  0.4554653 -0.4639200  0.4491012  0.2955511 -0.1572308 -0.4628077 -0.1040030 -0.1633479 -0.1105964 
-0.3498046  0.4592060 -0.4670557  0.4497690  0.2936209 -0.1548696 -0.4597968 -0.1034219 -0.1646930 -0.1108037 
-0.3482282  0.4608455 -0.4681668  0.4497665  0.2954221 -0.1565764 -0.4575076 -0.1032353 -0.1660512 -0.1129103 
-0.3464867  0.4626276 -0.4663562  0.4515381  0.2927290 -0.1571276 -0.4589155 -0.1020230 -0.1671115 -0.1145973 
-0.3448488  0.4642932 -0.4650176  0.4506011  0.2911951 -0.1588308 -0.4573458 -0.1033902 -0.1655846 -0.1151438 
-0.3425362  0.4636935 -0.4658711  0.4515356  0.2931575 -0.1594379 -0.4576837 -0.1025059 -0.1667639 -0.1152307 
-0.3425253  0.4638120 -0.4657557  0.4516323  0.2931523 -0.1593093 -0.4576605 -0.1025927 -0.1668239 -0.1154056 
-0.3393126  0.4658658 -0.4667831  0.4499322  0.2908966 -0.1606798 -0.4611748 -0.0996114 -0.1687861 -0.1161570 
-0.3385238  0.4650323 -0.4670233  0.4493023  0.2915699 -0.1605725 -0.4617562 -0.0994634 -0.1690892 -0.1168334 
-0.3378747  0.4653859 -0.4679468  0.4488847  0.2921729 -0.1612961 -0.4608535 -0.0999483 -0.1681641 -0.1160973 
-0.3344186  0.4649499 -0.4685175  0.4486116  0.2944994 -0.1577970 -0.4592365 -0.0963439 -0.1674298 -0.1130659 
-0.3337651  0.4641061 -0.4685406  0.4492202  0.2932153 -0.1588932 -0.4582411 -0.0957766 -0.1679744 -0.1129894 
-0.3331950  0.4645376 -0.4686103  0.4483560  0.2931675 -0.1576913 -0.4591556 -0.0959277 -0.1668734 -0.1130160 
-0.3293455  0.4664603 -0.4688351  0.4479364  0.2967774 -0.1572703 -0.4603166 -0.0926153 -0.1654970 -0.1162690 
-0.3293440  0.4663821 -0.4688795  0.4479458  0.2968362 -0.1572967 -0.4602443 -0.0925659 -0.1655043 -0.1162974 
-0.3291816  0.4661412 -0.4685404  0.4475756  0.2966747 -0.1572479 -0.4611882 -0.0916847 -0.1641296 -0.1152018 
-0.3263532  0.4678542 -0.4670378  0.4481279  0.2953965 -0.1568953 -0.4589289 -0.0919560 -0.1663263 -0.1170898 
-0.3260834  0.4674484 -0.4668591  0.4484695  0.2952942 -0.1564265 -0.4593651 -0.0919916 -0.1662180 -0.1166229 
-0.3263196  0.4677948 -0.4667761  0.4481575  0.2948600 -0.1563948 -0.4589909 -0.0918545 -0.1664655 -0.1167078 
-0.3259685  0.4674912 -0.4668517  0.4481621  0.2947359 -0.1565242 -0.4588964 -0.0920423 -0.1666238 -0.1166825 
-0.3231241  0.4673348 -0.4680777  0.4494077  0.2944529 -0.1559338 -0.4595188 -0.0890293 -0.1693279 -0.1155073 
-0.3213741  0.4685931 -0.4661429  0.4513901  0.2935090 -0.1575598 -0.4594726 -0.0887990 -0.1700922 -0.1151013 
-0.3214221  0.4687306 -0.4662563  0.4514351  0.2933793 -0.1575667 -0.4596312 -0.0887628 -0.1701696 -0.1151461 
-0.3217783  0.4696173 -0.4652588  0.4502014  0.2940685 -0.1579561 -0.4603792 -0.0878604 -0.1693669 -0.1157857 
-0.3218785  0.4701329 -0.4646632  0.4497939  0.2942051 -0.1576065 -0.4598577 -0.0879305 -0.1689568 -0.1154982 
-0.3221247  0.4702745 -0.4644855  0.4499464  0.2943335 -0.1580041 -0.4600104 -0.0875254 -0.1691174 -0.1156705 
-0.3212678  0.4706087 -0.4639171  0.4487740  0.2950042 -0.1573960 -0.4603278 -0.0881763 -0.1693279 -0.1150883 
-0.3205518  0.4700616 -0.4631943  0.4471592  0.2956811 -0.1569549 -0.4615889 -0.0874342 -0.1697299 -0.1150075 
-0.3187837  0.4705080 -0.4632178  0.4448808  0.2965152 -0.1566952 -0.4623192 -0.0870818 -0.1684467 -0.1173254 
-0.3159432  0.4702409 -0.4646289  0.4461195  0.2948427 -0.1586020 -0.4635923 -0.0859240 -0.1686666 -0.1167884 
-0.3149153  0.4705265 -0.4635878  0.4456853  0.2957157 -0.1590949 -0.4640331 -0.0865397 -0.1696688 -0.1174507 
-0.3150766  0.4710719 -0.4626862  0.4462257  0.2951740 -0.1602028 -0.4640050 -0.0858782 -0.1703677 -0.1177127 
-0.3149582  0.4710855 -0.4630757  0.4463244  0.2948239 -0.1599845 -0.4641068 -0.0859373 -0.1700907 -0.1180485 
-0.3148279  0.4706445 -0.4616772  0.4458418  0.2940729 -0.1587451 -0.4645739 -0.0850065 -0.1692676 -0.1187679 
-0.3104220  0.4729084 -0.4581732  0.4462663  0.2975633 -0.1554588 -0.4635408 -0.0830473 -0.1672090 -0.1218689 
-0.3109025  0.4735597 -0.4579945  0.4460516  0.2971567 -0.1560778 -0.4642649 -0.0822290 -0.1670116 -0.1220633 
-0.3109229  0.4734766 -0.4575475  0.4461861  0.2968762 -0.1559360 -0.4645033 -0.0818027 -0.1677261 -0.1227536 
-0.3097576  0.4724087 -0.4577897  0.4452676  0.2966769 -0.1560909 -0.4650432 -0.0819128 -0.1683709 -0.1233131 
-0.3089507  0.4746466 -0.4556323  0.4449791  0.2961742 -0.1576162 -0.4623993 -0.0805501 -0.1692720 -0.1220434 
-0.3086179  0.4750375 -0.4543634  0.4455664  0.2953233 -0.1588754 -0.4622974 -0.0798564 -0.1690533 -0.1236041 
-0.3086436  0.4751354 -0.4554726  0.4446485  0.2948465 -0.1582766 -0.4613634 -0.0793068 -0.1689738 -0.1238556 
-0.3063211  0.4757216 -0.4534981  0.4420826  0.2936108 -0.1559116 -0.4588107 -0.0802352 -0.1713247 -0.1249199 
-0.3051624  0.4740639 -0.4526747  0.4426034  0.2943635 -0.1537131 -0.4607916 -0.0783535 -0.1696559 -0.1243264 
-0.3034531  0.4743941 -0.4542030  0.4443549  0.2946883 -0.1547547 -0.4622175 -0.0778030 -0.1681869 -0.1235782 
-0.3013728  0.4740956 -0.4514014  0.4452837  0.2958992 -0.1573172 -0.4603847 -0.0763708 -0.1654365 -0.1216330 
-0.3002694  0.4763653 -0.4496533  0.4465197  0.2932410 -0.1593504 -0.4588993 -0.0746844 -0.1676102 -0.1212227 
